naam,land,plaats,categorie,functie,type,bouwjaar,lon,lat
Molen Van der Aast,Nederland,Langeveen,windmolen,korenmolen,stellingmolen,1909,6.7122981,52.4688342
Molen van Trip/ Molen van Weggeman,Nederland,Hengelo,windmolen,korenmolen,stellingmolen,1861,6.7927725,52.2574121
Molen van Willem Warmenhoven,Nederland,Hillegom,windmolen,korenmolen,stellingmolen,1826,4.5791763,52.2956262
De Vervanger,Nederland,Edam,windmolen,korenmolen,stellingmolen,1854,5.0491819,52.5126367
De Horst,Nederland,Doorn,windmolen,korenmolen,stellingmolen,1890,5.3456721,52.0346547
Olie-watermolen/ Spaubekeroliemolen,Nederland,Spaubeek,watermolen,oliemolen,watergedreven molen,1800,5.8428501,50.9348612
Onderste Molen,Nederland,Schinveld,watermolen,korenmolen,watergedreven molen,1771,5.9809574,50.9674943
Rimburgermolen/ Kasteelmolen,Nederland,Rimburg,watermolen,"korenmolen, oliemolen",watergedreven molen,1791,6.0831427,50.9156788
Köpkesmolen,Nederland,Heerlen,watermolen,korenmolen,watergedreven molen,1870,5.9794988,50.8881742
De Broekmolen/De Drakenmolen,Nederland,Hoensbroek,watermolen,korenmolen,watergedreven molen,1370,5.9244894,50.9201468
Kathagermolen,Nederland,Vaesrade,watermolen,korenmolen,watergedreven molen,1800,5.9033206,50.9283421
Brommeldermolen,Nederland,Swier,watermolen,korenmolen,watergedreven molen,1750,5.8997546,50.9043396
Eyckholtermolen/ Eyckendermolen/ Eikendermolen,Nederland,Heerlen,watermolen,volmolen,watergedreven molen,1468,5.9794988,50.8881742
"Eerste Bedijking der Mijdrechtse Droogmakerij, Molen Nr. 6",Nederland,Mijdrecht,windmolen,poldermolen,grondzeiler,1806,4.880913,52.2050221
"West Abtspolder, West Abtsmolen (2e)",Nederland,Kethel,windmolen,poldermolen,grondzeiler,1875,4.367032,51.938715
"Polder Zuilichem, De Bruchemsche Watermolen",Nederland,Bruchem,windmolen,poldermolen,grondzeiler,1740,5.2378597,51.7873207
"Polder Veen, Veense Molen",Nederland,Veen,windmolen,poldermolen,grondzeiler,1891,5.1077955,51.7793516
"Polder Reeuwijk, Reeuwijksemolen/ Gouwemolen",Nederland,Gouda,windmolen,poldermolen,grondzeiler,1832,4.7104633,52.0115205
De Ouwenoord [?]/ Kouwe oord/ Molen Lamers,Nederland,Velp,windmolen,korenmolen,beltmolen,1914,5.9776939,51.994333
Molen Kisjes/ De Hoop,Nederland,Hierden,windmolen,korenmolen,beltmolen,1913,5.676924,52.3567091
Molen Mulder (2e),Nederland,Rouveen,windmolen,"korenmolen, pelmolen",stellingmolen,1854,6.1790162,52.6158208
Wielinga-Stam,Nederland,Joure/ De Jouwer,windmolen,"korenmolen, pelmolen",stellingmolen,1867,5.7971779,52.965521
Het Anker,Nederland,Steenwijk,windmolen,"korenmolen, pelmolen, later ook zaagmolen",stellingmolen,1854,6.1180686,52.7868939
De Vlijt,Nederland,Meppel,windmolen,"runmolen, korenmolen",stellingmolen,1858,6.1937187,52.6921234
Eekmolen (2e)/ De Weert,Nederland,Meppel,windmolen,"runmolen, korenmolen",stellingmolen,1807,6.1937187,52.6921234
't Fortuin II,Nederland,Meppel,windmolen,"korenmolen, pelmolen, runmolen",stellingmolen,1865,6.1937187,52.6921234
Polder Bolgerijen/De Achtkante Molen / De Nieuwe Molen / De Grote Molen,Nederland,Vianen,windmolen,poldermolen,grondzeiler,1793,5.1030332,51.9902756
Molen Jacobs,Nederland,Milsbeek,windmolen,korenmolen,beltmolen,1923,5.9507432,51.7265999
Gennepermolen,Nederland,Gennep,watermolen,"korenmolen, fabriek van houtwaren",watergedreven molen,1855,5.9726751,51.6978545
Quadenoord I/ Kwadenoord I,Nederland,Renkum,watermolen,"papiermolen, later korenmolen",watergedreven molen,1703,5.739978,51.9829826
Onderste molen van Molecaten/ Mole in het Veen,Nederland,Hattem,watermolen,korenmolen,watergedreven molen,1666,6.0681758,52.4739306
De Hoop/ Molen van Garssen,Nederland,Oudleusen,windmolen,korenmolen,stellingmolen,1914,6.3132743,52.5332962
"Vier Polders, Brielsch Nieuwlandsche Molen",Nederland,Zwartewaal,windmolen,poldermolen,grondzeiler,1739,4.2200928,51.8835357
"Polder Geervliet, Grote- of Geervlietsche Molen",Nederland,Biert,windmolen,poldermolen,grondzeiler,1718,4.2853798,51.8374684
Molen Duffhues,Nederland,Rosmalen,windmolen,korenmolen,stellingmolen,1902,5.3608099,51.7171488
Ronde Molen/ Molen Van Heeswijk,Nederland,Uden,windmolen,korenmolen,beltmolen,1864,5.6239227,51.6631071
Levenslust,Nederland,Wanroij,windmolen,korenmolen,beltmolen,1904,5.8221627,51.6565966
Korenaar,Nederland,Sint Hubert,windmolen,korenmolen,beltmolen,1879,5.8098778,51.6781424
Weltevreden,Nederland,Haps,windmolen,korenmolen,stellingmolen,1904,5.8625696,51.6896523
Ronde Molen,Nederland,Gilze,windmolen,korenmolen,beltmolen,1903,4.9413872,51.5442814
De Koornvriend,Nederland,Culemborg,windmolen,korenmolen,stellingmolen,1909,5.2400448,51.9561076
Noordeind- en Geerpolder,Nederland,Langeraar,windmolen,poldermolen,grondzeiler,1790,4.7115055,52.1935323
Keersoppermolen,Nederland,Riethoven,watermolen,"korenmolen, oliemolen, pelmolen",watergedreven molen,1368,5.3865427,51.3525213
(bergmolen),Nederland,Eersel,windmolen,korenmolen,beltmolen,1904,5.3159125,51.3578078
Molen Willems/ d'n Huub/ Molen van Gijzel,Nederland,Diessen,windmolen,korenmolen,grondzeiler,1827,5.175417,51.4757206
Akkermolen/ Molen van Rijswijk,Nederland,Hilvarenbeek,windmolen,korenmolen,grondzeiler,1861,5.1384062,51.4856827
De Goede Verwachting,Nederland,Chaam,windmolen,korenmolen,beltmolen,1839,4.8633335,51.5046124
De Wachter/ Molen Theeuwes,Nederland,Baarle-Nassau,windmolen,korenmolen,grondzeiler,1903,4.9295231,51.4451366
Molen G. Mentink/ Brixmölle,Nederland,Boskamp,windmolen,korenmolen,stellingmolen,1849,6.1313072,52.3307708
Molen Coster,Nederland,Staphorst,windmolen,korenmolen,stellingmolen,1895,6.1994944,52.6429144
Persephone,Nederland,Standdaarbuiten,windmolen,"korenmolen, runmolen, oliemolen",stellingmolen,1786,4.5135592,51.6133003
Noetseler Molen,Nederland,Nijverdal,windmolen,korenmolen,beltmolen,1845,6.4627523,52.3638863
Stadsmolen,Nederland,Ootmarsum,windmolen,korenmolen,stellingmolen,1767,6.897314,52.4076329
Voorste Molen van Huis Ootmarsum,Nederland,Ootmarsum,watermolen,korenmolen,watergedreven molen,1413,6.897314,52.4076329
(korenmolen),Nederland,Brucht,windmolen,korenmolen,beltmolen,1877,6.6095023,52.5517272
Molen aan het Haantje/ Molen van Roelof Altena,Nederland,Lutten,windmolen,korenmolen,stellingmolen,1901,6.5735742,52.6111248
Molen van Spiekman/ Molen van Brink,Nederland,De Krim,windmolen,korenmolen,stellingmolen,1896,6.6461157,52.656055
Achtkante Molen/ De Olde Mölle,Nederland,Beerzerveld,windmolen,korenmolen,beltmolen,1872,6.5751177,52.4931864
Molen Varwijk,Nederland,Gramsbergen,windmolen,korenmolen,stellingmolen,1895,6.674114,52.6112646
Molen Kamphuis,Nederland,Gramsbergen,windmolen,korenmolen,stellingmolen,1854,6.674114,52.6112646
Molen Salomons,Nederland,Nieuw-Weerdinge,windmolen,korenmolen,stellingmolen,1880,6.9875144,52.8567203
(korenmolen),Nederland,Erm,windmolen,korenmolen,stellingmolen,1895,4.6695376,51.8078507
D Oale Meuln/ De Oosteindermolen,Nederland,Westerbork,windmolen,korenmolen,stellingmolen,1877,6.6057445,52.8509512
Molen van Toet,Nederland,Wapserveen,windmolen,korenmolen,stellingmolen,1903,6.2330688,52.8274572
"Zuidplaspolder, Vijzelmolen B",Nederland,Moordrecht,windmolen,poldermolen,grondzeiler,1835,4.6689582,51.9873863
Eliza/ Sint Victor,Nederland,Leveroy,windmolen,korenmolen,beltmolen,1898,5.8477166,51.2487064
Panheeldermolen/ Molen van het Bosmolenveld,Nederland,Panheel,watermolen,"korenmolen, oliemolen",watergedreven molen,1662,5.8738702,51.1759338
(korenmolen),Nederland,Montfort,windmolen,korenmolen,beltmolen,1856,5.9476358,51.1260454
Luyensmolen/ Luismolen,Nederland,Ittervoort,watermolen,"korenmolen, oliemolen",watergedreven molen,1648,5.8180287999999996,51.1698532
Panhuismolen,Nederland,Venlo,watermolen,korenmolen,watergedreven molen,1813,6.1724031,51.3703748
"De Boxtelsche Watermoolen (links, korenmolen)",Nederland,Boxtel,watermolen,"zaagmolen, runmolen, volmolen, korenmolen",watergedreven molen,1600,5.3121773,51.601437
Weltevreden,Nederland,Wilp,windmolen,korenmolen,stellingmolen,1858,6.1515414,52.2192375
Maas Mölle,Nederland,Groot Dochteren,windmolen,korenmolen,stellingmolen,1870,6.3579178,52.17381
"Binnenwegsepolder, No. 3, boezemmolen",Nederland,Bleiswijk,windmolen,boezemmolen,grondzeiler,1704,4.5384196,52.0094799
"Bleiswijkse Droogmakerij, No. 19/ D3middelmolen",Nederland,Bergschenhoek,windmolen,poldermolen,grondzeiler,1777,4.5056758,51.9856471
"Bleiswijkse Droogmakerij, No. 26/ D4ondermolen",Nederland,Bergschenhoek,windmolen,poldermolen,grondzeiler,1777,4.5056758,51.9856471
"Bleiswijkse Droogmakerij, No. 10/ G2bovenmolen",Nederland,Bergschenhoek,windmolen,poldermolen,grondzeiler,1832,4.5056758,51.9856471
De Haan,Nederland,Leeuwarden/ Ljouwert,windmolen,"volmolen, pelmolen, trasmolen",stellingmolen,1685,5.7999133,53.2012334
Molen van Berntsen (2e),Nederland,Azewijn,windmolen,korenmolen,stellingmolen,1905,6.3056136,51.8869632
Polse Molen/ De Pol,Nederland,Ulft,windmolen,"korenmolen, pelmolen",beltmolen,1841,6.3834136,51.8914526
